x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
962,1887,1712,1548,2308,2247,945,2633,2493,14
1172,2506,1007,31,2678,1270,2258,1735,628,1319
1640,877,1633,2517,2395,1989,540,2587,858,699
2355,2705,1346,1040,616,452,2303,1858,1790,477
1528,2610,1664,1131,1374,383,314,2266,2638,1711
1011,1490,190,2216,424,482,1227,1693,569,2694
34,854,1282,2245,2372,904,78,1580,1089,2629
2223,2070,529,1176,1675,1836,742,2533,1322,2443
637,1260,918,1946,2153,762,1763,682,2160,2368
1521,245,815,1247,684,1669,1090,1576,1962,2549
490,1095,1567,2336,171,311,1682,2589,1090,2509
1772,1561,1456,774,2573,1347,1545,349,2370,1862
664,859,1093,200,2458,103,1078,1761,995,2017
1421,74,70,1030,2706,1418,1314,2325,2430,1876
1071,97,733,616,1115,542,751,604,2032,65
2158,2163,809,1992,627,1320,921,408,2261,340
984,871,1066,1137,2442,1962,1355,1697,2210,1952
1675,2606,1214,346,574,818,173,1515,1030,891
1425,327,1425,2360,72,2140,2624,479,2551,534
1763,564,2543,1913,244,119,1380,2511,242,2618
1398,1606,1693,859,384,163,1951,73,2350,335
1926,2410,996,617,806,1892,2525,908,662,1324
1459,680,1410,1374,2700,1469,1977,1746,983,2652
1127,1432,1250,177,2539,2438,1913,1423,1455,2075
1347,2613,1964,2400,1164,1140,2182,2368,1871,1591
536,647,1931,1387,2598,2264,744,383,228,1169
1766,1836,1496,1326,1677,323,2470,283,1865,250
1671,1740,1837,2196,1867,1139,2310,1432,2606,1167
998,514,2114,241,297,2041,687,671,253,384
2344,652,2429,792,1768,397,456,1442,1257,126
2049,1403,345,2333,2471,2071,1448,2268,833,686
563,533,1035,320,451,1041,276,2260,1648,1672
1621,627,1287,1369,566,1915,66,1,1581,897
869,2307,93,1900,1012,1731,706,2253,1386,176
237,1467,1139,1123,2407,1123,2511,2390,1457,1191
645,2689,2197,726,965,322,2481,525,1168,2376
2578,1537,2486,1179,565,2697,517,2010,330,652
343,659,1168,1011,294,1718,2162,2235,1846,2415
560,1909,177,1319,2128,2585,1717,816,1403,2703
2558,1262,767,2140,2364,1784,892,609,2643,755
2141,271,1263,113,1647,1386,1503,1088,2506,792
719,1324,2609,1229,2168,738,1606,610,817,119
1194,409,1709,449,2240,1206,505,1344,283,475
2258,400,882,1193,1415,2517,171,528,1295,1790
794,935,2154,1034,1040,2283,1422,1382,2356,385
1530,1144,2714,2637,992,987,116,1529,366,1883
2350,1820,199,2381,1367,1055,685,2538,479,1335
890,1907,743,1525,315,1380,1894,1461,259,748
144,1642,1565,657,291,450,361,1995,588,804
1895,1680,2064,317,2202,2241,337,642,1406,2230
308,1585,1205,268,2665,2278,1393,2641,2065,2143
346,276,1343,1456,1314,2289,1239,2562,1130,1442
1304,590,1262,1005,650,654,2175,2372,570,2480
411,1689,1958,1111,2667,1427,2386,1539,2543,255
9,1532,1525,757,1187,2681,2089,1566,2667,2709
1343,1166,448,2610,2583,2033,2514,2628,1432,233
1336,644,2113,1234,85,706,1104,429,2171,223
75,556,1207,1241,467,1543,1268,1828,1451,2373
1862,2389,63,2047,903,2337,408,86,2184,29
414,2255,2697,300,269,1750,372,2406,1475,372
2224,1027,1504,185,1086,2008,1676,1614,1903,1497
2114,1475,120,1948,1776,1348,395,663,2027,502
40,1273,1407,343,516,63,2150,2494,1491,2065
235,1365,1814,1589,921,1214,1312,1010,430,1824
821,1043,2409,577,1634,710,1454,89,579,440
1697,973,544,1204,932,669,987,626,1061,735
2679,2639,2531,347,416,983,442,1709,1099,769
2500,286,203,1640,1752,2409,2189,2516,204,150
2347,904,1242,2256,2617,1807,80,871,1499,2161
1027,1173,2588,1768,597,2172,2462,2435,2416,1395
1690,470,1001,2615,1418,1458,1180,2377,2078,1921
803,808,1233,1041,1637,1052,1787,769,2074,412
31,309,1563,2023,1155,238,1041,547,2072,874
2687,890,326,41,2061,157,1780,1796,1145,678
641,1004,25,518,761,1321,780,277,726,2220
2302,1926,2110,1191,2022,2378,68,1292,1840,2650
787,317,2152,2215,1338,2537,2149,2704,2285,549
1903,2018,417,404,459,1799,2047,1087,1116,2500
2059,54,1904,1761,1863,567,651,2358,1778,2280
2701,2126,1350,969,551,1242,378,458,674,1362
582,1756,785,1728,2363,329,2655,2567,1686,2166
2211,266,1779,1492,2454,640,2494,2388,1275,1785
1594,2056,2123,2416,1346,1426,40,1200,1606,1455
1192,714,1992,1450,1883,463,1528,354,1752,1246
1358,880,2408,1077,1884,974,2471,1094,1037,1281
1786,917,335,1013,892,1362,1466,2047,161,828
1176,2488,564,373,2406,2280,1743,839,1630,1079
1682,2533,2493,1136,1330,757,940,489,1802,2570
1009,2704,1215,165,197,1378,2333,452,1927,2041
437,783,2145,698,112,1519,797,1477,2538,2538
2284,2682,1135,2577,2505,205,1666,580,254,370
481,2423,2117,487,1533,779,13,754,92,177
112,1939,813,1557,724,1282,711,1032,582,1493
305,636,2102,844,513,683,2033,2534,151,814
2437,1697,1743,1465,372,1787,1012,1875,981,1828
2707,1285,1623,1536,1258,2100,24,230,2607,2269
2651,2015,452,1122,676,2248,1376,2686,1466,916
1737,1700,227,1431,2659,1207,1745,1889,2113,19
2253,1930,485,2,713,234,2073,873,1421,451
1409,1141,2163,1996,2348,1655,2688,1810,1167,1329
1668,1087,315,1300,2532,1702,2281,1149,1858,1511
517,1998,1622,1686,2531,2695,1860,538,1239,1838
2424,1894,1628,105,1625,2090,1160,214,2000,1817
1851,1802,992,1438,392,1083,2385,2629,265,1756
181,1876,2390,1001,1439,2609,1587,75,2305,1898
1738,863,1880,1814,31,1444,158,1233,1186,228
483,2301,1537,1214,2670,287,1084,777,1767,375
2650,1429,2149,1038,1969,146,1443,1908,2374,1894
1969,528,215,425,2323,1495,1524,956,1978,1116
259,210,2062,2030,123,970,1962,1557,2009,1271
789,1734,1458,1919,1772,2505,2369,1676,677,777
2006,1696,2030,93,2238,56,394,2331,2414,2611
669,2271,1033,1308,2338,1103,1059,289,1160,751
2019,2320,1886,761,2518,1966,413,183,2662,23
577,593,1014,148,816,2341,1344,2613,1131,780
1404,2659,20,2626,2196,244,725,134,1149,2207
1249,536,2496,2203,981,1496,2286,2652,1665,272
1470,315,1136,532,2546,1843,113,198,931,651
1971,2600,397,2153,2579,1223,236,2682,2099,1093
2186,1468,2657,2417,1145,1984,1482,1982,2139,2176
1986,2565,1555,2145,40,2111,1794,48,2544,285
1663,956,868,1345,667,1714,955,204,853,2532
1780,1531,294,1571,1703,14,771,577,1281,1269
2217,518,102,653,1315,1823,1321,613,1672,127
458,130,2242,1936,1534,1845,909,33,2669,2653
1534,945,1467,1925,285,2212,1875,541,1568,948
1006,87,38,434,1558,1360,1855,329,415,2078
2062,2287,1499,1588,1831,1308,1083,815,1864,2273
91,915,489,2695,1858,94,1326,2430,269,1091
2134,313,2489,224,2351,1200,1113,1474,2274,2400
2699,2106,1240,1647,2032,2569,1085,376,1251,131
1823,1053,1553,2479,2496,2,2412,1552,520,811
123,1856,931,2087,1790,2508,796,1405,80,367
2016,888,2351,1619,215,1977,1567,1893,2434,468
44,2231,2180,1297,2371,227,818,434,84,1960
467,940,16,765,261,2335,2245,2593,1473,192
111,843,2599,1479,2641,124,1655,722,901,1457
906,98,1457,484,320,394,1991,1602,2440,808
2032,1032,787,1242,453,910,1270,1051,2702,642
307,546,2010,1494,2521,549,953,436,1550,1002
2290,2305,962,266,1159,2323,1075,1170,1653,109
578,2663,2372,85,803,637,1089,1487,1958,1383
2085,1686,150,915,1266,692,1373,1151,1839,547
1615,594,388,2583,1656,145,842,830,780,2185
2627,1591,1976,2393,924,791,1531,241,1766,1624
145,911,277,728,1635,2011,2578,878,2019,174
2495,2242,175,1014,953,211,2336,1436,546,571
452,619,1396,538,1624,656,1322,1644,246,1429
1012,2210,1334,845,2010,999,247,1699,2211,1236
434,1203,1638,914,2346,2170,90,736,1225,1753
2672,743,436,336,124,2525,2427,229,328,729
854,1128,1996,438,323,827,2436,1962,2653,514
341,92,1464,2703,2321,308,691,633,179,1545
2226,568,2624,483,1586,443,2451,2117,2140,1377
891,334,464,2630,2023,1642,2662,2492,686,202
314,2500,88,565,1002,1909,538,1852,1266,519
2513,2295,819,2296,847,2178,905,495,775,1147
1570,137,1469,340,2593,2507,894,2714,1093,1704
1102,758,2001,768,172,1473,23,954,1309,2395
692,929,498,1198,969,1047,889,1732,164,1084
95,1738,2097,469,1188,726,756,2045,2623,1130
881,1019,1782,1118,564,1983,168,1156,103,563
808,1885,823,1035,2053,350,965,2153,492,17
2480,2546,2190,981,1072,426,1402,2037,793,632
791,2345,1972,112,2337,635,1277,1363,2539,360
2664,295,2202,1307,1723,2319,1678,2695,1057,251
1732,1829,2227,29,833,251,908,2676,2435,1988
629,479,2041,885,949,2020,2464,269,735,1257
952,192,1569,2123,192,1515,2638,1948,2044,1224
1285,2085,415,2265,2018,1906,1351,530,411,1958
777,2602,901,1393,1730,2206,329,1766,1795,2153
1810,311,768,1518,1335,1827,1883,1714,1712,801
541,2290,791,1015,2429,1448,1629,1123,944,2180
528,1942,2186,66,1997,1725,1801,1403,1072,2484
1064,2484,1789,571,407,823,533,199,1612,316
105,380,2006,1566,1908,1149,659,1373,35,2014
2315,297,1363,402,1711,2376,2483,1988,578,798
2220,1231,1156,2090,1059,906,1040,482,1027,1239
930,1351,27,1477,2158,2518,1868,74,1337,54
1988,1759,796,1324,2585,2082,1953,2522,1367,850
1371,1757,2606,903,2111,1304,437,310,601,1642
2502,1075,732,1128,1261,1414,1155,1604,860,1805
1499,635,2705,694,1148,1821,813,579,1324,868
2046,1013,179,1822,361,699,2424,1845,446,2628
2418,2164,2693,1386,2298,857,1933,2684,932,2282
1406,2069,2303,114,1977,365,210,2116,661,2407
938,2495,1661,440,2419,2219,1543,2198,989,1681
1957,2333,812,162,1649,122,2260,426,2618,2122
2596,716,1568,1430,1669,693,1005,1325,1284,577
1750,240,1405,1932,283,873,1332,2506,1253,443
1769,1338,2418,2571,1140,2077,926,339,1483,521
474,2253,1087,74,2294,604,1456,2049,535,1368
1733,1033,435,2032,2268,486,2382,1653,181,1844
2281,339,1764,2705,319,1996,1478,1494,561,2131
1836,2328,1077,1033,2090,1433,1540,2297,2299,2581
2285,1963,2627,688,520,2638,2509,803,939,2356
1149,1665,943,383,2123,691,399,215,1263,2592
2233,343,2412,2364,266,2404,596,2473,1783,550
173,494,2254,2682,734,2424,17,394,1146,1558
759,2226,1454,598,1080,309,2353,2129,1719,2295
353,1556,255,2271,2586,1641,46,79,1602,1505
1099,1910,386,2111,2152,1048,1541,1851,715,1342
523,321,690,709,1457,1513,2373,2145,2537,1635
999,352,1949,298,1369,457,2571,1254,717,815
2340,989,646,1799,82,416,2178,2110,272,102
2165,202,761,596,1502,981,2069,2020,114,1492
2108,174,176,1651,479,1665,1605,780,945,1117
1381,477,2551,1650,1405,1880,1857,1168,23,2079
2539,1732,1348,2555,692,1396,1009,1926,2559,1491
1599,1570,1197,1028,425,1921,1320,2446,1751,1757
656,1587,582,2453,2394,2120,755,2563,1213,173
412,2703,325,384,841,2110,385,614,1973,617
2709,2658,1683,36,461,998,743,2428,2212,423
1323,1681,226,1958,391,1890,1982,90,2081,2025
2475,1044,1975,2292,2571,522,1714,2264,353,931
679,2256,2344,324,888,2342,128,1316,724,1833
2654,527,1319,2349,306,894,677,746,42,2178
2484,1146,2679,2157,349,1290,2404,2553,2145,500
435,35,807,410,2607,175,1689,2480,1359,425
1612,1749,592,1697,1687,1135,469,559,2227,1797
199,229,1959,51,1177,1432,3,2348,1607,2084
522,601,728,1757,59,2445,1153,1314,2464,1682
575,2079,219,2259,221,2297,754,646,865,2132
1601,2433,2058,2618,1657,1000,1142,1846,1344,333
198,2695,765,937,1912,137,966,1269,2550,1856
1022,2082,73,2365,1469,1630,1732,1217,354,872
1974,2024,392,622,2249,2078,1744,2575,1923,403
492,2618,6,1169,2243,1556,1922,1274,1064,1791
261,2626,273,2072,475,1288,1778,1818,2373,1256
1554,1314,2598,1149,48,2317,766,969,751,2591
302,1142,970,2482,455,1132,1003,1247,1084,1564
2673,2545,2520,235,808,1952,1257,2542,1928,613
662,728,454,198,2159,2128,2653,371,2219,2135
1519,1889,2471,1036,2483,846,2496,1978,143,2318
2178,1015,1600,1660,2146,708,1842,2564,1788,1193
1760,1646,2677,2562,1196,1754,1579,1907,379,213
2110,2426,1426,2125,2287,2496,258,491,2115,1760
695,1904,509,2646,2674,2290,982,2321,1071,1849
1860,2125,1507,822,457,841,1207,1122,2592,2463
2252,1701,1322,107,128,1381,1290,1186,1445,1354
2369,534,1794,2539,2495,914,2304,259,766,2149
1351,1292,947,359,2679,1053,2549,1531,1211,1948
1205,2560,169,2600,568,2043,616,2302,178,1617
1258,2196,2675,662,2140,2098,2568,742,1897,2562
704,2092,1104,1503,682,1415,795,1145,631,1740
104,501,1092,1828,691,2299,2257,592,495,620
934,1182,251,946,1165,2374,1306,2290,1618,209
216,431,775,951,499,781,1327,955,2195,2571
2292,2532,270,559,1087,186,458,2270,1034,1172
1400,681,367,1713,1413,2486,1431,1265,1520,2170
430,662,832,567,334,1069,1600,2182,2404,1654
2622,1298,1678,2042,165,2498,967,1993,1203,1664
158,2688,2201,878,895,269,2113,1932,1901,2206
1723,1172,1884,2444,36,1419,2341,101,786,2184
2691,1530,1582,463,2173,745,332,1955,2150,734
1943,1578,1778,1355,726,2051,2171,1569,1883,1045
2296,1579,1530,961,2544,797,1382,167,2042,1015
2232,1796,2291,786,1659,2504,1236,1688,1780,1634
122,1453,1906,1025,778,1918,2015,1134,406,488
521,2010,686,1762,229,59,114,2354,2311,2323
332,1047,434,223,718,986,2599,1071,2031,2683
1111,1576,2378,1404,943,844,2438,91,189,1581
1620,896,23,866,826,1563,2328,1103,2611,1534
499,860,2257,1906,1051,1197,1100,2160,1771,1001
959,496,1193,2592,494,1963,353,870,655,1708
160,2642,559,823,2291,2425,1157,2035,290,750
2265,578,1760,527,1466,1297,2062,1262,2155,1389
795,930,1146,2566,963,531,164,1998,1920,2457
466,2291,1244,1714,2520,907,1288,261,118,779
2329,881,2300,452,287,1475,2505,2365,2685,869
506,1729,396,1964,828,1628,348,1809,2399,2070
2271,2063,852,341,1161,881,35,319,1350,830
774,2176,1324,1567,784,1003,576,1226,531,1229
1131,429,2506,1264,2102,2715,2432,145,1124,1864
1167,60,2575,880,276,152,2100,1138,2117,334
660,2422,2530,2356,420,1287,347,514,2558,1597
2025,539,1966,2080,353,2372,1313,2,2666,57
851,372,67,1696,301,2353,824,46,1120,2470
843,687,1858,2048,2502,1179,603,757,2154,1242
1353,1890,2472,286,376,650,235,200,2524,759
589,2124,2181,1338,898,2238,911,444,244,243
2306,741,2335,2022,2253,1804,2707,1997,1301,2582
2056,775,825,1453,86,1286,1975,2079,218,1082
1934,632,446,1639,1605,928,841,1451,1957,480
2618,259,1009,2350,1395,517,2001,1326,2571,2117
174,2268,341,2097,2432,752,426,2598,704,2287
1811,25,274,2560,1108,1974,1433,854,1055,1168
2611,207,2568,754,1755,1555,644,278,1260,965
1466,640,216,1971,1584,756,1034,442,731,1823
750,1775,1211,372,1380,345,611,2241,2486,1278
2067,1501,799,144,739,1429,165,677,2658,731
1600,100,605,2178,288,1215,1410,2439,640,2112
1132,282,1546,1166,405,1098,1446,893,2609,123
373,2170,695,1194,2635,449,354,1744,2222,317
948,26,289,1383,1425,1198,2534,2180,1954,586
2567,2181,1502,633,1150,723,1719,1808,1397,980
1652,1196,648,1739,1835,1990,542,1150,2481,1443
374,1826,1459,2298,1653,1808,1804,451,1049,2050
1016,1249,537,2581,2352,2101,1495,1788,1522,86
2203,2182,1111,2317,971,1903,548,2105,1641,2158
2368,2666,1602,1845,1787,1939,2151,2648,884,1779
365,2076,174,2338,2183,850,2088,1772,1853,890
1580,1718,865,883,2396,2405,891,991,649,701
2414,1565,1476,2699,1231,2624,103,1641,982,1386
873,1573,1284,461,1813,2596,2489,529,1588,2145
1213,24,1384,1892,1993,303,1367,1306,1866,350
1268,2209,2299,2020,1673,2231,1414,2672,1989,1899
22,1112,481,572,427,929,1190,161,1673,2589
429,1629,156,2557,2354,2581,2629,431,2229,2620
1838,117,803,1533,39,2520,2459,945,597,149
597,1495,2623,1464,1354,690,2552,1773,702,491
2023,366,1613,1031,1789,1393,1822,644,926,1595
127,1905,710,2127,544,2183,963,2383,2300,1840
297,898,717,1484,160,2006,1426,1987,326,1615
1301,2599,2198,2527,1091,2147,1709,1512,1223,689
1108,1674,1234,1912,449,62,1702,1708,2338,492
2249,1723,1080,1417,2036,950,2358,435,1687,301
2247,2543,1725,1243,374,2526,1934,2537,384,1078
770,963,2643,323,1005,2373,2367,1040,921,2092
796,2425,1520,1998,1235,407,1786,1945,1807,866
2406,2153,727,272,2121,540,2159,1068,1125,1062
301,2060,740,2070,984,878,844,1018,612,1480
1161,57,74,1789,1941,782,310,2136,1844,2660
2070,1485,2706,37,712,233,503,209,2498,1750
30,2314,316,1162,1753,96,1604,621,849,842
1467,1049,92,1826,2276,164,2126,2531,1699,2054
1967,2622,1128,1506,1749,1624,781,316,2271,2283
1546,2402,1845,1751,1184,134,762,474,1073,252
1783,2001,1798,560,698,608,2329,2601,392,1433
2512,1706,1731,624,1084,1569,2544,1876,1583,45
911,565,990,779,1510,941,2334,1748,2234,765
2036,2450,1688,1331,644,464,1346,1305,99,474
1110,2353,1588,2268,2293,1660,2362,627,1006,2478
1883,2628,1216,1275,2587,725,1993,865,1559,2355
1666,1731,1938,1729,2270,1344,2527,63,71,2116
1657,2248,969,1006,23,2122,49,2521,2287,2255
306,72,369,1811,1544,230,1077,895,2369,55
1511,2208,346,732,948,274,1217,2690,1850,2257
2571,2211,1011,1045,1758,1960,154,1489,1782,1775
129,333,268,1257,330,1696,1742,567,1308,1812
1126,2597,1596,693,1701,1759,872,1053,1509,408
1877,2062,729,2315,2139,2036,2663,1831,1407,2115
1018,2583,1245,1408,2028,1946,1754,1843,1868,418
107,2499,1859,1215,2163,509,2017,643,1431,865
1774,2036,323,1644,677,2346,1929,1463,172,2099
298,1699,1037,2651,1585,712,1723,571,1036,1762
1632,1336,2508,2114,1011,1488,1988,1740,56,700
1471,1632,420,38,409,2265,1797,800,789,618
1309,1863,1067,821,2400,253,2586,2209,102,2129
1586,889,1062,90,834,2503,988,1368,1117,2095
2425,666,776,411,2198,2046,67,2356,322,13
1506,1713,858,1753,745,733,1362,1830,12,2076
1198,303,2695,2545,1362,385,2045,698,672,1661
603,835,1909,1354,1505,2038,2565,2600,2152,221
1573,290,2275,691,360,2418,2080,1153,1863,1725
1882,217,1428,919,1918,2660,1091,2679,375,1349
2101,50,1581,1756,1748,938,65,1601,288,2403
797,2699,1819,601,2300,71,2335,1511,625,1020
2261,535,374,1774,342,1236,2603,2468,215,2494
885,1311,859,892,463,946,942,629,2441,1599
1363,1401,21,1327,45,27,584,7,1205,510
1673,2387,2131,196,501,1,1632,2330,2656,2646
2098,1412,1883,983,295,614,2530,687,2315,1336
2507,1793,953,931,1366,877,839,1400,2663,1987
729,2548,967,1434,484,2381,155,2449,549,179
2055,2172,747,630,1286,1896,1282,2309,2471,2345
197,428,1070,2382,152,471,1538,2300,1798,691
1565,1269,1577,1519,2144,812,2034,324,1373,309
2377,836,1790,936,706,1169,2669,1821,2,2666
2606,420,338,218,1927,1867,767,1648,28,2548
2267,614,224,1421,2279,1911,2657,2174,1886,482
1490,862,1799,1113,2628,1629,1132,95,2070,487
1859,195,1776,1116,1252,883,786,973,536,1957
2266,2249,2029,1579,511,724,136,1077,2182,1818
2417,1474,269,1634,1343,182,2575,1814,2067,1807
2121,256,162,89,1221,1387,435,282,1418,1985
1303,1538,72,172,2033,1662,1379,2581,1541,585
2026,742,1097,1793,952,1410,2447,1192,1033,1068
2244,318,69,531,2040,1085,2601,2643,395,401
2485,1539,41,2372,1229,862,1887,2579,155,1308
2083,167,1026,606,1954,1863,2148,602,473,1183
809,1057,1523,550,1342,176,1727,665,1272,2134
583,225,114,1820,1151,332,843,133,562,1919
835,876,158,1928,191,1157,1139,1099,463,2369
164,2374,1195,1164,2715,1719,1680,676,1288,690
694,795,2223,753,868,952,566,743,1485,2550
1644,483,1584,1977,2104,869,1191,1120,1603,943
2667,611,1655,1604,810,340,2160,1645,81,64
208,573,1869,2082,2008,609,1561,1256,32,2519
1300,1342,834,271,1390,2385,2311,1656,1364,56
2241,1444,1443,427,1422,759,2109,1712,2325,2083
2595,770,1718,1281,1129,1534,2222,1685,1664,48
1264,369,2049,2151,760,315,2108,708,383,343
655,1050,1933,2334,1432,1732,1514,2345,1326,2024
473,947,523,1909,855,840,1318,2222,1323,1831
1419,1164,1667,1791,2297,1779,608,1429,1420,2015
2005,328,2175,1037,2286,2439,2312,1011,1107,1690
761,1268,2165,731,188,2494,508,801,67,1494
2524,1547,1045,1505,505,1888,694,17,1020,2331
45,1742,766,1725,293,848,1775,1639,1822,15
342,1769,79,923,389,1257,1489,531,2380,827
493,1068,1911,2297,2224,442,244,1031,1148,2363
90,717,2433,2237,1407,2076,324,1097,641,1885
635,934,2255,1707,179,1537,39,216,55,1625
1931,63,2446,2409,1104,2452,70,1591,374,1086
921,94,290,1360,2484,2022,730,764,807,2205
1098,88,438,1717,632,582,670,328,879,1847
1277,186,1223,2307,2193,2288,931,2423,902,1695
1977,1055,2583,1365,2190,1248,2366,1172,2175,1551
1389,462,546,392,303,1744,231,817,2101,1673
1861,2472,2349,364,1924,382,1036,1307,2646,1573
1871,172,1739,274,2161,2601,1829,206,2266,671
56,2188,2596,2066,550,1548,344,2680,1474,161
1718,545,1612,375,1603,1794,1751,2705,2387,515
556,1426,599,1893,92,2228,2134,2195,2169,2619
1801,650,1751,2627,308,1364,304,1023,1235,720
1182,254,1971,2248,601,2302,1919,177,2673,1122
1602,2701,2447,1910,1814,2571,951,135,1399,680
413,1250,1247,353,1938,1456,2594,1391,2205,2454
1869,674,146,1646,1446,746,433,1204,1393,1328
818,2579,1083,28,2336,2143,421,2093,1646,429
509,2427,2397,794,2314,2595,240,29,405,976
275,2102,1268,2418,1092,1353,2205,2311,969,1071
1157,2090,370,734,1251,1795,21,384,54,353
1493,1006,673,1637,1152,585,1138,978,2603,428
1508,1360,1332,2499,776,128,998,1284,2657,2191
1041,523,2313,2654,1320,2086,1067,122,1426,1773
1473,1846,2314,1621,765,2631,1981,1339,1320,1302
215,1137,1040,2714,2676,580,556,1084,1620,7
1551,1917,2548,1188,1812,2606,935,1743,312,555
555,392,462,2438,325,2027,673,678,1,1703
884,1522,1402,97,426,1082,1044,2097,1137,1374
2332,2381,644,1990,523,2667,1518,457,1086,186
1331,1226,617,117,1506,1631,1202,2228,1574,481
491,288,375,904,1058,2493,118,1029,347,881
70,1590,1432,201,1841,1895,2313,492,976,1728
1998,492,2656,2617,2699,2675,1349,1526,1467,1734
677,242,539,1517,795,2332,1688,1333,1463,1737
442,847,2172,1661,794,2443,1908,110,319,1868
2636,2710,2458,499,1818,2300,1539,2350,2286,2312
1118,1827,711,939,1900,2072,539,1052,1715,220
1686,1707,1029,131,2649,1474,2093,2114,2497,1806
2591,777,163,797,1549,2095,980,1616,1571,1763
1806,1562,2526,742,2244,2221,2693,2025,2446,955
1082,1037,867,513,2259,2186,805,331,1092,2594
420,21,554,548,28,199,438,1183,2642,2252
980,1780,1621,1189,2180,115,1206,2287,1809,457
279,62,2375,808,2672,1043,51,298,2655,836
1322,2696,977,1931,1361,147,1932,1897,1247,2389
1879,1500,1003,1823,1875,1438,2621,1137,2089,546
336,939,1543,690,7,1678,1625,1705,1834,2711
1784,1644,1125,748,1527,1017,1502,2411,1481,2510
1060,1554,1399,1335,545,2081,2301,1471,772,687
1940,1633,1897,2094,926,78,1500,2670,954,2167
1289,2265,614,2103,2480,1051,717,1951,53,1574
1529,2254,885,2308,1610,842,298,2667,2090,1879
1693,1784,1813,1695,753,555,411,171,1969,281
236,2294,2345,594,1664,1697,2573,327,207,1156
2139,598,2629,1781,232,684,237,1263,2659,1528
848,2154,399,2325,105,1749,1403,762,401,1889
1002,954,2442,2649,1765,1313,1667,1169,617,1782
1993,489,1133,2561,412,2064,88,2362,607,2150
977,2174,309,1244,1260,1046,58,168,2114,1170
1626,1469,1658,2514,218,1992,968,730,621,28
1614,1340,1742,619,44,838,2220,2374,2324,2474
1719,2513,1999,2168,1893,296,686,130,659,1699
947,1790,2404,102,1301,599,489,2464,647,762
1639,1279,2413,2658,380,1409,958,844,2423,496
626,1647,1090,1549,2602,2416,2133,566,2509,1884
1915,86,2135,978,2373,611,183,2068,234,2451
74,2578,1408,2289,811,2478,856,2707,745,1686
571,550,597,1743,1716,659,1081,1236,1996,1977
1179,1638,64,1107,1571,825,198,175,299,1259
771,344,2115,2278,1868,432,1037,890,1074,2567
1455,654,1194,2302,534,925,1647,2324,1307,1959
893,1662,2567,199,240,2053,1218,2525,2097,1517
2711,803,131,584,25,305,1987,2517,1425,1657
516,2588,2047,674,333,368,1901,485,2407,2447
1609,14,712,1674,2449,1477,1906,1124,448,2292
120,732,1533,40,2285,1275,1529,2659,963,1715
2586,485,1818,261,2436,2005,1513,320,1592,2659
2279,221,1231,2187,1949,2272,2057,1298,1937,1692
1489,1987,422,448,1410,2229,1758,1525,2225,1343
52,1402,1995,1306,1923,57,1209,933,135,1822
1174,2313,2553,1255,1964,1847,731,1541,2355,2656
1547,1752,1529,1236,2221,2070,2635,2177,1734,1392
2345,1359,1181,2193,737,760,2590,6,452,339
1245,986,502,2238,1857,1667,470,1279,1392,553
1178,2411,2203,419,1670,617,2046,2692,2676,2452
479,713,1770,1776,925,2698,2536,2046,2368,516
1991,407,570,2530,1738,1371,89,2360,682,2215
631,766,109,1357,1036,2666,1592,1584,409,871
2572,2399,1473,922,1960,504,1112,998,1147,2496
4,1675,569,1125,634,1681,1979,711,282,1347
2269,2558,2245,1151,2597,1038,1552,2624,547,263
2585,2019,1641,610,693,265,1795,1537,668,1590
1901,2173,1514,1283,983,1859,815,1375,2189,538
920,442,1177,509,1809,1087,2570,1048,1505,848
2204,1148,877,1271,1032,261,1181,1792,716,1925
1553,1947,2003,1246,1268,886,660,188,1183,1160
1462,2270,1108,545,1450,2578,878,1859,848,2048
997,1085,476,1555,1681,1316,2211,834,423,2399
987,976,1708,1237,2430,595,1316,2416,203,2477
710,2261,178,723,2696,751,722,550,1255,438
2557,12,339,1737,1546,1358,1749,43,291,1531
77,2009,1637,801,2522,1063,2206,1159,2105,892
713,188,1068,1101,411,677,1087,1874,2250,2291
462,354,1689,2295,2392,1517,1995,1870,50,1748
1345,2352,2460,1684,560,2671,330,1215,1706,710
1219,1813,541,1294,1271,1451,1602,549,2306,1264
949,2679,2640,648,2191,1211,750,2510,1286,2089
904,946,2441,2118,1434,1907,1813,332,500,1593
323,2263,1288,1346,1991,2325,250,190,2176,825
1035,2116,1010,1396,2100,799,1117,1357,2521,1800
2616,724,2459,2085,1359,161,1957,1550,1860,1943
812,1886,359,1524,683,46,1223,1310,2066,1586
2689,1363,618,2590,792,523,1790,1866,213,838
2263,1277,2061,1655,157,2391,870,2107,1894,1230
1793,484,393,1435,1579,2562,1921,2662,1514,1414
2353,1892,1570,1019,2639,247,2623,1923,1608,512
2148,2221,574,2254,2258,1256,2324,2713,2080,2430
12,1854,1330,802,465,1329,2215,2031,1830,2606
2256,362,837,1559,184,1653,1423,2412,1732,2217
1077,2436,1830,69,2369,1422,132,527,1993,355
1150,610,2237,1066,1721,2456,2272,738,20,873
2544,633,195,649,647,1571,1807,389,1668,1516
802,555,244,791,1,647,2147,430,1736,1705
1927,1423,801,595,2169,1793,382,1039,1497,2419
549,436,907,1642,1257,304,209,472,2085,1555
1884,512,1031,82,659,772,2581,820,510,857
